facility_name,state,city,street,postal_code,full_address,phone,website,category,subtypes,google_rating,google_reviews,photo_url,google_maps_url,latitude,longitude,source,shared_room_price,private_room_price,last_verified_date
Multicare Nursing Home Johor,Johor,Johor Bahru,"13, Jalan Harimau Akar",80250,"13, Jalan Harimau Akar, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim",+60 12-650 1805,https://www.multicarehomes.com/,Nursing home,Nursing home,5.0,9.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAErKqhUZ-oczr53_EYEACSHZGOggErSMktOYPjYqZCYVFx6BZMGKS_6aJI2VAvAfsQydgxf9eCQU0AnfrvdEKaMiusVdPTva581NIH8WkE0XnTJuVbr1a5i0s5cPDeFipUN51tCHjWSpL5R=w800-h500-k-no,"https://www.google.com/maps/place/Multicare+Nursing+Home+Johor/@1.4848194,103.7586953,14z/data=!4m8!1m2!2m1!1sMulticare+Nursing+Home+Johor!3m4!1s0x31da6dacb86da08d:0xc84532936303ff76!8m2!3d1.4848194!4d103.7586953",1.4848194,103.7586953,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
OroCare Sdn Bhd Nursing Home,Johor,Johor Bahru,"27 and 1, Medan Cahaya, 29, Jalan Tun Abdul Razak Susur 2",80000,"27 and 1, Medan Cahaya, 29, Jalan Tun Abdul Razak Susur 2, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim",+60 7-223 8988,,Rumah Penjagaan,Nursing home,5.0,3.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPyVdwMi0uXNrGfU9f6WqbSMWpUdW5YKKfkj6VUoCrmxdWTm0kfJ-J82QrvWh0cIfm0CZifAYBbAFTNFIsKDqQi1FP-LiToQhsxaXI9MCVLvu2hLL924JNiA2e5Mu1r7aM3oK0bA=w800-h500-k-no,"https://www.google.com/maps/place/OroCare+Sdn+Bhd+Nursing+Home/@1.4703118,103.7579418,14z/data=!4m8!1m2!2m1!1sOroCare+Sdn+Bhd+Nursing+Home!3m4!1s0x31da12c8c55530c5:0x807a1682c97f3aac!8m2!3d1.4703118!4d103.7579418",1.4703118,103.7579418,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Anzaletta Living Care Centre | Old Age Home in Johor Bahru | Aged Care Service | Nursing Home,Johor,Johor Bahru,"9, Jalan Gangsa 1",80100,"9, Jalan Gangsa 1, Taman Kolam Air, 80100 Johor Bahru, Johor Darul Ta'zim",+60 16-681 1765,https://anzalettacarecentre.com/,Nursing home,"Nursing home, Aged Care Service",4.7,12.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfoCTzbyYuZLH6tJfmkBrdN1fYDe4_Ky4l5AeCFORaOp1oika7aWdXzHzH92YPnyBKGmHTB1C41fORwZQFySmQ8v1FW5dxwDRL9qq8Emwwl4vN_bi0lmeB_sV9dWgJQQJdCrNT6XT1kRA=w800-h500-k-no,"https://www.google.com/maps/place/Anzaletta+Living+Care+Centre+%7C+Old+Age+Home+in+Johor+Bahru+%7C+Aged+Care+Service+%7C+Nursing+Home/@1.4732733,103.7331237,14z/data=!4m8!1m2!2m1!1sAnzaletta+Living+Care+Centre+%7C+Old+Age+Home+in+Johor+Bahru+%7C+Aged+Care+Service+%7C+Nursing+Home!3m4!1s0x31da12d73007f4d5:0xf1a6ef56c82a2449!8m2!3d1.4732733!4d103.7331237",1.4732733,103.7331237,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Genesis Life Care Centre JB,Johor,Johor Bahru,"Level 6, Holiday Plaza Tower, Jalan Dato Sulaiman",80250,"Level 6, Holiday Plaza Tower, Jalan Dato Sulaiman, Taman Century, 80250 Johor Bahru, Johor Darul Ta'zim",+60 19-282 0457,https://genesiscare.com.my/nursing-home-in-johor-bahru/,Nursing home,Nursing home,4.4,14.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFq5q8ylGTjaQ8XywtHFD2s1GhnutDHf2PGI9r49hEpTg1XVumUagWI0cM0UjWnQcKYcOQKT7EPi9YGyC-FXYMwj3FwF0KE6qHqybO6oR_91SY1ZeCIMSyJUq61oaFA0RM_xJxo0eWQDMZi=w800-h500-k-no,"https://www.google.com/maps/place/Genesis+Life+Care+Centre+JB/@1.4885831999999999,103.75858939999999,14z/data=!4m8!1m2!2m1!1sGenesis+Life+Care+Centre+JB!3m4!1s0x31da6da3639c71c1:0xb6147709c380e304!8m2!3d1.4885831999999999!4d103.75858939999999",1.4885832,103.7585894,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
PRESTIGE RESIDENCE CARE (GROUP) SDN BHD,Johor,Johor Bahru,"8, Jalan Sri Gelam",80100,"8, Jalan Sri Gelam, Sri Gelam, 80100 Johor Bahru, Johor Darul Ta'zim",+60 11-5991 9916,http://www.prestigecare.com.my/,Nursing home,Nursing home,4.4,22.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEywcaqrrEcRvbDR3lnYyxq3ybTH08qYBm52ipuJ4bMBkgDZF0qn9ngmjFGGM3B4vcHeV50-hTO54_Jo1nG65XwfubMe6VSjZ3w4pWZieixDH9stvRU2FWJjnLVoYp_Jm5mlMHO=w800-h500-k-no,"https://www.google.com/maps/place/PRESTIGE+RESIDENCE+CARE+%28GROUP%29+SDN+BHD/@1.4630125999999999,103.7423163,14z/data=!4m8!1m2!2m1!1sPRESTIGE+RESIDENCE+CARE+%28GROUP%29+SDN+BHD!3m4!1s0x31da131f43d9a655:0xa394833143c105c1!8m2!3d1.4630125999999999!4d103.7423163",1.4630126,103.7423163,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Evergreen ElderCare Centre EECMSIA,Johor,Johor Bahru,PTD 4648 A Jalan Banjaran 10/5 Kg Kempas Baru skudai,81200,"PTD 4648 A Jalan Banjaran 10/5 Kg Kempas Baru skudai, 81200 Johor Bahru, Johor",+60 14-338 4549,http://www.eecmsia.com/,Nursing home,Nursing home,4.8,16.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYR3OOgchB7LusaOXFZdVU6JGIZtJ7XPp5oW6uD4_bCPoK_piDVuxsR_86ZFrKBfaQSaJubrr9I_dtLbScnIrxhBMhtxOB6KEGXRDh6gtuBdWHTDAebjHVoZpDu3_XYiG8QWlQBA=w800-h500-k-no,"https://www.google.com/maps/place/Evergreen+ElderCare+Centre+EECMSIA/@1.5299612999999999,103.7001131,14z/data=!4m8!1m2!2m1!1sEvergreen+ElderCare+Centre+EECMSIA!3m4!1s0x31da725907354335:0xc3c84484535af4c!8m2!3d1.5299612999999999!4d103.7001131",1.5299613,103.7001131,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Jeta Care nursing home,Johor,Kulai,"1, Jalan Susur Kulai 1",81000,"1, Jalan Susur Kulai 1, Taman Seraya, 81000 Kulai, Johor Darul Ta'zim",+60 18-769 5688,http://www.jetacare.com/,Rumah Penjagaan,Nursing home,4.5,50.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmEdJf5gMu3ST9Aw_zqr6A0_ufoopGE3KxHf-XoTEbK16sYBsa3i-BI2Adje7M3KHifG0LJ-TAAnM5jHxgaJRvAuxcveVu2nzwhgobYP-aSKXV1lUDVN-WkrQJdZKy8gi6-6s7=w800-h500-k-no,"https://www.google.com/maps/place/Jeta+Care+nursing+home/@1.6551181,103.609611,14z/data=!4m8!1m2!2m1!1sJeta+Care+nursing+home!3m4!1s0x31da79bcf98d21f3:0xc317cc9f09bd667e!8m2!3d1.6551181!4d103.609611",1.6551181,103.609611,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
EHA Sunview ElderCare (Kempas) 新山温馨疗养别墅 #1 Nursing Home Johor Bahru,Johor,Johor Bahru,"9, Jalan Anggerik 5/1",81200,"9, Jalan Anggerik 5/1, Taman Anggerik, 81200 Johor Bahru, Johor Darul Ta'zim",+60 18-788 1686,https://ehaeldercare.com.my/,Nursing home,"Nursing home, Adult day care center, Assisted living facility, Aged Care Service",5.0,24.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8FWrW9ScS6y9fKMXuLzB_15WIJhui57lNn7N-8b-sDXNwguHnyW15qFFwhlUlXqu6fxk8P1cEuCXYSp5SA5JODydFFjmhj-BgTUAEiMWJYl7TNVdKe_UWHHu5PVwbsSZmAVE2DrX3pFg=w800-h500-k-no,"https://www.google.com/maps/place/EHA+Sunview+ElderCare+%28Kempas%29+%E6%96%B0%E5%B1%B1%E6%B8%A9%E9%A6%A8%E7%96%97%E5%85%BB%E5%88%AB%E5%A2%85+%231+Nursing+Home+Johor+Bahru/@1.5370126,103.693598,14z/data=!4m8!1m2!2m1!1sEHA+Sunview+ElderCare+%28Kempas%29+%E6%96%B0%E5%B1%B1%E6%B8%A9%E9%A6%A8%E7%96%97%E5%85%BB%E5%88%AB%E5%A2%85+%231+Nursing+Home+Johor+Bahru!3m4!1s0x31da73a7b38c3443:0x63b8e2602e1875d!8m2!3d1.5370126!4d103.693598",1.5370126,103.693598,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
居銮疗养院 -EHA Elder Care Home (Kluang) 温馨老家 -Licensed and Certified by Government,Johor,Kluang,"3, Jalan Sheikh Kadir Ahmad",86000,"3, Jalan Sheikh Kadir Ahmad, Taman Dato’ Amar Diraja, 86000 Kluang, Johor Darul Ta'zim",+60 19-713 3697,https://ehaeldercare.com.my/,Nursing home,"Nursing home, Adult day care center, Assisted living facility, Aged Care Service",5.0,33.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETuH_1CUvf5O4GIqQJDu-Aepk8SloVdmapomi0xnjdvWpLlFGEPoftGqVZIvThKC82of4eY9npX22INjCGRG3SyAVBoApQ4kea3hqjLwoeeYMGFUWP5k6jntjB_8HAdk8teM9q3g=w800-h500-k-no,"https://www.google.com/maps/place/%E5%B1%85%E9%8A%AE%E7%96%97%E5%85%BB%E9%99%A2+-EHA+Elder+Care+Home+%28Kluang%29+%E6%B8%A9%E9%A6%A8%E8%80%81%E5%AE%B6+-Licensed+and+Certified+by+Government/@2.0477844,103.3387535,14z/data=!4m8!1m2!2m1!1s%E5%B1%85%E9%8A%AE%E7%96%97%E5%85%BB%E9%99%A2+-EHA+Elder+Care+Home+%28Kluang%29+%E6%B8%A9%E9%A6%A8%E8%80%81%E5%AE%B6+-Licensed+and+Certified+by+Government!3m4!1s0x31d06d6d8361976d:0x954b73d8404d25cd!8m2!3d2.0477844!4d103.3387535",2.0477844,103.3387535,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
EVERLOVE ELDERLY CARE HOME JB,Johor,Johor Bahru,"6, Ruby Hills, 171, Jln Pulai Mulia",81300,"6, Ruby Hills, 171, Jln Pulai Mulia, Bandar Baru Kangkar Pulai, 81300 Johor Bahru, Johor Darul Ta'zim",+60 14-900 2466,,Nursing home,Nursing home,5.0,4.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa38yyuniCkOldRSshBqs_dPtKbzuk1F9yVbJ8yLJuVh9n4mKl5kEldYlMFpoGxZlQa1MdiWwo_q_iwPSveCiIJUj83OfAzg7s4fvwLCXZI1NMmYZ53TkKjeTuZZGo3ak0giYXI7agW_d_=w800-h500-k-no,"https://www.google.com/maps/place/EVERLOVE+ELDERLY+CARE+HOME+JB/@1.5661037999999998,103.5793794,14z/data=!4m8!1m2!2m1!1sEVERLOVE+ELDERLY+CARE+HOME+JB!3m4!1s0x31da77101c4229d7:0x25491fe12b0623d7!8m2!3d1.5661037999999998!4d103.5793794",1.5661038,103.5793794,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Gentle Hill Elder Care,Johor,Kulai,"130,131, 132, Jalan Kenanga 29/6",81000,"130,131, 132, Jalan Kenanga 29/6, Bandar Indahpura, 81000 Kulai, Johor Darul Ta'zim",+60 16-822 2599,http://gentlehill.my/,Nursing home,"Nursing home, Day care center, Physical therapist",4.9,43.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrMpue7jXv6b4N71uOA8skM9sH56CDdSt7q5j1fPZzFA11DnuAdce02tvNoVOGz5E3t48vUp_RONTpGLZeEvX6Ed3ttWYqOx174xtKbQhnfs4P_qPqn_FlHT0DBoH6Pj7vP-wUJbf8bRJf=w800-h500-k-no,"https://www.google.com/maps/place/Gentle+Hill+Elder+Care/@1.6425381,103.61903319999999,14z/data=!4m8!1m2!2m1!1sGentle+Hill+Elder+Care!3m4!1s0x31da795d7130cbc3:0x948d0e65c1487d84!8m2!3d1.6425381!4d103.61903319999999",1.6425381,103.6190332,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Pusat Jagaan Warga Emas Harmoni Cemerlang,Johor,Kulai,"1557, Jalan Teratai 36/29",81000,"1557, Jalan Teratai 36/29, Taman Indahpura, 81000 Kulai, Johor Darul Ta'zim",+60 18-219 4809,,Nursing home,Nursing home,5.0,23.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7hOFNoHcGz4eQPMY_xcOO6Tn8Avc--_QNFe0O-28RELUPYAY4lWWznd1i2DewAgKYdsH8dONviQpWgHgYcDbEgdHLsRXsD7bqRiTGpGMC5CnFsrc9WpZ2j323v6Uu1eEwLpOm=w800-h500-k-no,"https://www.google.com/maps/place/Pusat+Jagaan+Warga+Emas+Harmoni+Cemerlang/@1.6341417999999999,103.62150369999999,14z/data=!4m8!1m2!2m1!1sPusat+Jagaan+Warga+Emas+Harmoni+Cemerlang!3m4!1s0x31da793726e75cbf:0xdc3ec26a640dcaa3!8m2!3d1.6341417999999999!4d103.62150369999999",1.6341418,103.6215037,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
G.M Care Centre,Johor,Kluang,"2,4,6,8, 10, Jalan Mengibol 2/1",86000,"2,4,6,8, 10, Jalan Mengibol 2/1, Kampung Mengkibol, 86000 Kluang, Johor Darul Ta'zim",+60 12-774 7373,,Nursing home,Nursing home,5.0,5.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxYsxRWWaEbi09rEuMFdi2NoTHb9TYM6SkAb3B3wjmBsprr4DbkEFfUOp-5cejuPYd0sCOXh2PNPL9mUDkpilDzvOfQDeuj4Wzd6_pxLMHeM5SVQ90I9VLBDPw3dgZ4SJWln_F=w800-h500-k-no,"https://www.google.com/maps/place/G.M+Care+Centre/@1.9985377,103.3238513,14z/data=!4m8!1m2!2m1!1sG.M+Care+Centre!3m4!1s0x31d06e78ba57aca5:0xcc4c582b4ae2a435!8m2!3d1.9985377!4d103.3238513",1.9985377,103.3238513,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
